Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
10092,D C H REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$2,$2,$2,0.01%,0.01%,0.01%,31,$19721.16,$6192.54,$5179.38,AL,Y,Emergency Department,24,324,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.003496,Payment for pneumonia patients,No Different than the National Average Payment,"1,405","$16,608","$16,078","$17,150",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10095,HALE COUNTY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$1570,$2762,$2745,11.5%,14.43%,13.52%,17,$5950.82,$4923.00,$3994.52,AL,Yes,Emergency Department,247,301,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.016803,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10097,ELMORE COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$43,$85,$126,0.33%,0.45%,0.62%,12,$5543.50,$4752.00,$3628.00,AL,Y,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.027708,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10099,D W MCMILLAN MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$24,$85,$126,0.19%,0.45%,0.62%,12,$7195.08,$4026.00,$3098.66,AL,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .994633,Payment for pneumonia patients,No Different than the National Average Payment,202,"$16,120","$14,788","$17,490",Value of Care Pneumonia measure,Worse mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10100,THOMAS HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$5,$8,$7,0.03%,0.04%,0.04%,18,$10710.88,$4968.00,$3898.88,AL,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .938835,Payment for pneumonia patients,No Different than the National Average Payment,349,"$16,117","$15,110","$17,094",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10101,CITIZENS BMC,1 to 3 days Prior to Index Hospital Admission,$7,$5,$6,0.05%,0.03%,0.03%,12,$15477.41,$4976.58,$4229.91,AL,N,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .959906,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10102,J PAUL JONES HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$2159,$2371,$3010,18.71%,12.39%,14.83%,12,$4616.58,$4852.25,$4008.58,AL,No,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .999680,Payment for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10103,BAPTIST MEDICAL CENTER-PRINCETON,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,33,$51343.75,$5996.00,$4962.45,AL,Yes,Colonoscopy care,97,72,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.003104,Payment for heart failure patients,No Different than the National Average Payment,346,"$16,982","$15,830","$18,233",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104,GRANDVIEW MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$99,$85,$126,0.48%,0.45%,0.62%,29,$55219.31,$5710.31,$4471.68,AL,N,Emergency Department,50,129,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.020181,Payment for hip/knee replacement patients,Less than the National Average Payment,508,"$20,921","$20,326","$21,566",Value of Care hip/knee replacement measure,Average complications and lower payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10108,PRATTVILLE BAPTIST HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$28721.36,$5617.18,$4693.90,AL,Yes,Colonoscopy care,97,86,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .928804,Payment for heart failure patients,No Different than the National Average Payment,143,"$14,785","$13,373","$16,363",Value of Care Heart Failure measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10109,PICKENS COUNTY MEDICAL CENTER,During Index Hospital Admission,$9,$23,$20,0.08%,0.12%,0.1%,12,$20527.16,$11873.50,$11029.83,AL,N,Emergency Department,118,308,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .848572,Payment for heart failure patients,No Different than the National Average Payment,41,"$14,169","$12,264","$16,422",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10110,BULLOCK COUNTY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$1003,$2762,$2745,8.02%,14.43%,13.52%,17,$10883.70,$4005.23,$2884.58,AL,N,Colonoscopy care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .999194,Payment for pneumonia patients,No Different than the National Average Payment,28,"$14,452","$11,869","$17,160",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$6,$13,$11,0.05%,0.07%,0.05%,13,$6234.30,$4190.69,$3409.46,AL,Y,Emergency Department,"Low (0 - 19,999 patients annually)",Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.057320,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10113,MOBILE INFIRMARY MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,66,$14948.15,$5550.90,$4219.90,AL,Y,Preventive Care,85,4171,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .976259,Payment for heart attack patients,No Different than the National Average Payment,230,"$22,833","$21,055","$24,724",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,1 through 30 days After Discharge from Index Hospital Admission,$609,$573,$697,3.33%,3%,3.43%,14,$35844.07,$10205.64,$9747.00,AL,Yes,Pregnancy and Delivery Care,0,59,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.004491,Payment for pneumonia patients,No Different than the National Average Payment,281,"$17,354","$16,165","$18,553",Value of Care Pneumonia measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,20,$17657.20,$6288.95,$5389.75,AL,Y,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .934040,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10120,MONROE COUNTY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$441,$495,$536,3.14%,2.58%,2.64%,13,$11343.15,$4453.92,$3505.92,AL,N,Emergency Department,125,382,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .936197,Payment for heart failure patients,Less than the National Average Payment,81,"$14,264","$12,695","$16,129",Value of Care Heart Failure measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10125,LAKELAND COMMUNITY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$3,$2,$2,0.03%,0.01%,0.01%,18,$13056.55,$6424.50,$5610.50,AL,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .969989,Payment for heart failure patients,No Different than the National Average Payment,54,"$14,662","$12,677","$16,914",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10126,TROY REGIONAL MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$876,$849,$697,6.08%,4.44%,3.43%,12,$15720.58,$6345.50,$5512.50,AL,Yes,Emergency Department,"Low (0 - 19,999 patients annually)",60,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .957212,Payment for heart failure patients,No Different than the National Average Payment,80,"$14,702","$13,021","$16,538",Value of Care Heart Failure measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10128,JACKSON MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$229,$495,$536,2.03%,2.58%,2.64%,12,$5222.50,$5972.91,$4973.66,AL,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .890218,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10129,NORTH BALDWIN INFIRMARY,During Index Hospital Admission,$13,$23,$20,0.09%,0.12%,0.1%,11,$17786.18,$9174.18,$7620.27,AL,Y,Preventive Care,98,251,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .897691,Payment for pneumonia patients,Less than the National Average Payment,97,"$14,599","$12,885","$16,173",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10130,ST VINCENT'S ST CLAIR,1 through 30 days After Discharge from Index Hospital Admission,$227,$159,$122,1.61%,0.83%,0.6%,20,$20178.35,$7752.65,$6468.30,AL,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .913803,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10131,CRESTWOOD MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$9,$8,$7,0.05%,0.04%,0.04%,13,$26197.07,$4841.84,$4060.61,AL,Yes,Emergency Department,323,608,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .981644,Payment for heart attack patients,Less than the National Average Payment,204,"$20,001","$18,535","$21,749",Value of Care Heart Attack measure,Average mortality and lower payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10138,HILL HOSPITAL OF SUMTER COUNTY,Complete Episode,$12786,$19139,$20302,100%,100%,100%,15,$5283.40,$4620.00,$3949.33,AL,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.208204,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10139,BROOKWOOD MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$8,$8,$7,0.04%,0.04%,0.04%,19,$73846.21,$4987.26,$3944.42,AL,Yes,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.049936,Payment for heart failure patients,No Different than the National Average Payment,408,"$15,513","$14,552","$16,555",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10144,SPRINGHILL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$10,$13,$11,0.05%,0.07%,0.05%,25,$18755.00,$8814.48,$7871.28,AL,Y,Emergency Department,63,123,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .989569,Payment for heart attack patients,No Different than the National Average Payment,154,"$21,688","$19,723","$23,783",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10146,RMC JACKSONVILLE,1 through 30 days After Discharge from Index Hospital Admission,$686,$849,$697,6.14%,4.44%,3.43%,13,$22682.76,$6483.30,$5059.38,AL,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .909387,Payment for heart failure patients,No Different than the National Average Payment,25,"$16,129","$13,677","$19,077",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10148,EVERGREEN MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,11,$6969.90,$5978.54,$5155.27,AL,Yes,Heart Attack or Chest Pain,12,28,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .907569,Payment for pneumonia patients,No Different than the National Average Payment,125,"$15,559","$14,015","$17,079",Value of Care Pneumonia measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10149,BAPTIST MEDICAL CENTER EAST,During Index Hospital Admission,$7980,$9213,$9676,45.98%,48.14%,47.66%,12,$46900.00,$11135.58,$10373.33,AL,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .983199,Payment for heart attack patients,No Different than the National Average Payment,63,"$24,982","$22,082","$28,148",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10150,L V STABLER MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$2,$2,0%,0.01%,0.01%,12,$41730.83,$7245.00,$6218.00,AL,Y,Cancer care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.008183,Payment for heart failure patients,No Different than the National Average Payment,83,"$14,650","$12,942","$16,604",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10157,SHOALS HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,14,$29785.35,$5924.28,$4967.71,AL,Yes,Emergency Department,213,325,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.118387,Payment for pneumonia patients,Less than the National Average Payment,166,"$15,129","$13,747","$16,452",Value of Care Pneumonia measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10158,RUSSELLVILLE HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$611,$1017,$1059,4.81%,5.32%,5.22%,17,$16422.70,$6239.11,$5575.11,AL,Y,Colonoscopy care,98,60,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .941900,Payment for heart failure patients,No Different than the National Average Payment,68,"$14,921","$13,054","$16,959",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10164,COOSA VALLEY MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$444,$495,$536,2.75%,2.58%,2.64%,21,$21369.61,$6939.85,$5867.85,AL,Yes,Heart Attack or Chest Pain,100,106,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.003510,Payment for heart failure patients,No Different than the National Average Payment,106,"$16,530","$14,748","$18,451",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10168,JACK HUGHSTON MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$95,$105,$85,0.43%,0.55%,0.42%,14,$18784.78,$6561.57,$5843.00,AL,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .976285,Payment for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Failure measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10169,ATMORE COMMUNITY HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$574,$573,$697,4.37%,3%,3.43%,11,$20995.00,$5966.81,$5155.18,AL,Yes,Colonoscopy care,83,30,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .910224,Payment for heart failure patients,Less than the National Average Payment,152,"$14,613","$13,276","$16,115",Value of Care Heart Failure measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20001,PROVIDENCE ALASKA MEDICAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$63,$67,$85,0.32%,0.34%,0.42%,11,$31858.54,$8799.00,$8081.54,AK,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .908782,Payment for hip/knee replacement patients,Less than the National Average Payment,534,"$19,359","$18,815","$19,940",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20006,MAT-SU REGIONAL MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,17,$34568.82,$13128.76,$10175.35,AK,Y,Emergency Department,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .760893,Payment for heart attack patients,No Different than the National Average Payment,69,"$21,051","$18,793","$23,648",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20008,BARTLETT REGIONAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$966,$1964,$2745,7.51%,9.89%,13.52%,11,$29728.63,$13617.72,$12691.54,AK,Yes,Heart Attack or Chest Pain,100,64,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .844910,Payment for heart failure patients,No Different than the National Average Payment,46,"$15,919","$13,831","$18,406",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,FAIRBANKS MEMORIAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$2,$2,0%,0.01%,0.01%,11,$28336.18,$25443.00,$24413.90,AK,N,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .855017,Payment for heart attack patients,No Different than the National Average Payment,116,"$24,985","$22,446","$27,750",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
