Provider_ID,Condition,Measure Name,Score,Sample
220163,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,267.0
230017,Emergency Department,Left before being seen,3.0,99200.0
230037,Preventive Care,Immunization for influenza,100.0,107.0
230035,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,138.0
230015,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,164.0
220105,Emergency Department,OP 18,204.0,353.0
220084,Emergency Department,ED1,317.0,496.0
230040,Emergency Department,ED1,258.0,349.0
230015,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,17.0
230030,Emergency Department,Door to diagnostic eval,21.0,443.0
230031,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,86.0,63.0
230029,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,31.0
230022,Emergency Department,ED2,96.0,413.0
230035,Emergency Department,ED1,247.0,401.0
230093,Emergency Department,Door to diagnostic eval,14.0,437.0
220116,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92.0,100.0
230002,Emergency Department,Left before being seen,5.0,31136.0
230040,Emergency Department,Left before being seen,3.0,16458.0
230036,Heart Attack or Chest Pain,Median Time to Fibrinolysis,24.0,24.0
220083,Preventive Care,Immunization for influenza,96.0,336.0
220090,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,133.0
230030,Preventive Care,Immunization for influenza,96.0,326.0
230002,Heart Attack or Chest Pain,Median Time to ECG,8.0,41.0
230019,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,73.0
220175,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,49.0
230015,Emergency Department,ED2,66.0,281.0
221302,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,41.0
220108,Emergency Department,Head CT results,87.0,23.0
220083,Emergency Department,Left before being seen,0.0,15945.0
220175,Preventive Care,Healthcare workers given influenza vaccination,95.0,2688.0
230020,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,99.0
230003,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99.0,144.0
230005,Heart Attack or Chest Pain,Median Time to ECG,6.0,198.0
220105,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,96.0
230022,Emergency Department,OP 18,132.0,351.0
220083,Emergency Department,ED1,304.0,652.0
230024,Heart Attack or Chest Pain,Aspirin at Arrival,92.0,13.0
220086,Emergency Department,Door to diagnostic eval,48.0,384.0
230002,Emergency Department,Median time to pain med,47.0,173.0
220105,Emergency Department,Head CT results,44.0,16.0
230066,Emergency Department,Median time to pain med,45.0,199.0
230036,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,44.0
220086,Emergency Department,OP 18,283.0,346.0
220100,Emergency Department,Median time to pain med,47.0,417.0
230038,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98.0,178.0
220108,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,163.0
220083,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,116.0
230035,Emergency Department,Median time to pain med,35.0,129.0
220116,Emergency Department,OP 18,166.0,331.0
220108,Preventive Care,Healthcare workers given influenza vaccination,98.0,1494.0
230072,Preventive Care,Healthcare workers given influenza vaccination,98.0,2926.0
220105,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,72.0
230002,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,31.0,114.0
230002,Emergency Department,Door to diagnostic eval,18.0,426.0
230021,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,15.0
230047,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,91.0,177.0
230024,Emergency Department,Door to diagnostic eval,39.0,393.0
220175,Heart Attack or Chest Pain,Median Time to ECG,2.0,51.0
230022,Emergency Department,Head CT results,73.0,15.0
230037,Heart Attack or Chest Pain,Median Time to ECG,9.0,136.0
220095,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,49.0,21.0
230035,Emergency Department,OP 18,113.0,405.0
230038,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,85.0,177.0
220110,Emergency Department,ED2,170.0,314.0
230037,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,151.0
220110,Emergency Department,Median time to pain med,47.0,49.0
230002,Emergency Department,ED2,96.0,552.0
230037,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93.0,189.0
220176,Emergency Department,ED2,134.0,794.0
220105,Emergency Department,Door to diagnostic eval,58.0,383.0
220088,Preventive Care,Healthcare workers given influenza vaccination,96.0,1737.0
230002,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,5.0,22.0
220126,Emergency Department,Left before being seen,1.0,42964.0
220101,Emergency Department,Left before being seen,1.0,58774.0
220135,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",6.0,31.0
220090,Emergency Department,ED1,318.0,1052.0
230037,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,130.0
230020,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,86.0,64.0
220084,Heart Attack or Chest Pain,Median Time to ECG,6.0,92.0
220163,Emergency Department,ED2,203.0,713.0
220105,Heart Attack or Chest Pain,Median Time to ECG,9.0,119.0
221302,Emergency Department,OP 18,115.0,96.0
230020,Emergency Department,Median time to pain med,85.0,239.0
230015,Emergency Department,Head CT results,20.0,15.0
220101,Emergency Department,ED2,114.0,520.0
230038,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,4.0,84.0
230059,Emergency Department,OP 18,150.0,342.0
230003,Emergency Department,ED2,59.0,381.0
220100,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,3.0,37.0
410007,Emergency Department,Head CT results,67.0,15.0
220084,Heart Attack or Chest Pain,Aspirin at Arrival,99.0,83.0
220084,Emergency Department,ED2,132.0,494.0
220116,Emergency Department,Left before being seen,2.0,45954.0
220101,Heart Attack or Chest Pain,Median Time to ECG,8.0,133.0
220126,Preventive Care,Healthcare workers given influenza vaccination,91.0,1880.0
220101,Heart Attack or Chest Pain,Aspirin at Arrival,92.0,129.0
230092,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,39.0
220090,Preventive Care,Healthcare workers given influenza vaccination,91.0,2373.0
220100,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,244.0
220084,Emergency Department,Head CT results,77.0,13.0
220163,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,3.0,101.0
410007,Preventive Care,Immunization for influenza,90.0,551.0
230003,Heart Attack or Chest Pain,Median Time to ECG,6.0,86.0
221302,Heart Attack or Chest Pain,Median Time to ECG,4.0,41.0
230020,Preventive Care,Healthcare workers given influenza vaccination,98.0,5531.0
230029,Emergency Department,Door to diagnostic eval,17.0,404.0
230015,Emergency Department,Left before being seen,2.0,19863.0
220119,Preventive Care,Healthcare workers given influenza vaccination,95.0,3850.0
220177,Emergency Department,ED2,95.0,267.0
230019,Preventive Care,Immunization for influenza,89.0,1113.0
230022,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92.0,211.0
220175,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,94.0
230017,Preventive Care,Immunization for influenza,89.0,676.0
230024,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,76.0,148.0
230036,Emergency Department,Head CT results,60.0,15.0
220083,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,79.0
220111,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,10.0,20.0
230003,Preventive Care,Healthcare workers given influenza vaccination,99.0,690.0
230020,Emergency Department,Left before being seen,3.0,85880.0
220126,Emergency Department,Head CT results,70.0,30.0
220083,Emergency Department,Median time to pain med,48.0,80.0
220095,Preventive Care,Immunization for influenza,93.0,438.0
220126,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,31.0
230031,Emergency Department,Door to diagnostic eval,14.0,408.0
220110,Preventive Care,Immunization for influenza,99.0,494.0
230022,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,66.0,18.0
420089,Preventive Care,Healthcare workers given influenza vaccination,79.0,925.0
230038,Emergency Department,OP 18,122.0,413.0
220110,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,95.0
220126,Emergency Department,ED1,295.0,989.0
230005,Emergency Department,OP 18,118.0,380.0
230024,Preventive Care,Healthcare workers given influenza vaccination,93.0,3006.0
230022,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",9.0,33.0
220135,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,49.0
230030,Emergency Department,Median time to pain med,49.0,64.0
220111,Emergency Department,OP 18,175.0,332.0
220090,Emergency Department,Left before being seen,1.0,58826.0
220126,Emergency Department,Door to diagnostic eval,21.0,351.0
220101,Emergency Department,ED1,348.0,520.0
220119,Emergency Department,OP 18,215.0,345.0
230021,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,9.0,11.0
230020,Emergency Department,ED2,164.0,630.0
230035,Heart Attack or Chest Pain,Median Time to ECG,6.0,141.0
230021,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97.0,72.0
230002,Preventive Care,Immunization for influenza,97.0,582.0
230036,Emergency Department,Median time to pain med,68.0,112.0
220177,Emergency Department,ED1,294.0,271.0
230005,Emergency Department,Median time to pain med,50.0,132.0
220116,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,39.0
220119,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,94.0,100.0
230038,Emergency Department,ED1,248.0,483.0
221302,Preventive Care,Immunization for influenza,100.0,251.0
230035,Preventive Care,Immunization for influenza,99.0,273.0
230030,Emergency Department,Head CT results,89.0,18.0
230017,Emergency Department,OP 18,180.0,470.0
221303,Preventive Care,Immunization for influenza,83.0,166.0
230002,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,81.0,127.0
221303,Emergency Department,OP 18,144.0,431.0
220108,Emergency Department,ED1,260.0,834.0
230020,Emergency Department,OP 18,250.0,386.0
230017,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,81.0
230036,Emergency Department,ED1,239.0,607.0
230030,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96.0,132.0
220105,Emergency Department,ED2,137.0,661.0
230036,Preventive Care,Healthcare workers given influenza vaccination,89.0,1174.0
230031,Emergency Department,OP 18,114.0,378.0
230038,Preventive Care,Healthcare workers given influenza vaccination,98.0,18465.0
220111,Preventive Care,Immunization for influenza,97.0,510.0
